NAME,COUNT,PCT2PRACE,PCTAIAN,PCTAPI,PCTBLACK,PCTHISPANIC,PCTWHITE,NAME
BALAJI,47,0.0,2.128,80.851,2.128,2.128,12.766,BALAJI
BALDEV,33,0.0,6.061,63.636,0.0,0.0,30.303,BALDEV
BALTAZAR,53,0.0,0.0,7.547,1.887,86.792,3.774,BALTAZAR
BALWINDER,33,0.0,0.0,75.758,0.0,0.0,24.242,BALWINDER
BAMBI,46,0.0,0.0,2.174,2.174,0.0,95.652,BAMBI
BAO,111,0.901,0.901,96.396,0.0,0.0,1.802,BAO
BARBARA,12854,0.078,0.093,0.583,4.551,1.626,93.068,BARBARA
BARBRA,66,0.0,0.0,0.0,4.545,3.03,92.424,BARBRA
BARNEY,65,0.0,0.0,9.231,9.231,4.615,76.923,BARNEY
BARRETT,91,0.0,0.0,1.099,2.198,0.0,96.703,BARRETT
BARRIE,41,0.0,0.0,0.0,0.0,0.0,100.0,BARRIE
BARRON,31,0.0,3.226,0.0,25.806,0.0,70.968,BARRON
BARRY,2515,0.199,0.119,1.034,2.903,0.596,95.149,BARRY
BART,279,0.0,0.0,1.792,0.717,0.717,96.774,BART
BARTHOLOMEW,47,2.128,0.0,2.128,14.894,2.128,78.723,BARTHOLOMEW
BARTLEY,32,0.0,0.0,0.0,0.0,0.0,100.0,BARTLEY
BARTON,152,0.0,0.0,0.658,0.0,1.316,98.026,BARTON
BASIL,76,0.0,0.0,0.0,7.895,1.316,90.789,BASIL
BASSAM,53,0.0,1.887,9.434,0.0,0.0,88.679,BASSAM
BAXTER,15,0.0,0.0,0.0,0.0,0.0,100.0,BAXTER
BEATA,81,0.0,0.0,3.704,0.0,0.0,96.296,BEATA
BEATE,31,0.0,0.0,3.226,0.0,0.0,96.774,BEATE
BEATRICE,368,0.0,0.815,3.804,19.293,14.13,61.957,BEATRICE
BEATRIZ,267,0.0,0.0,3.745,0.749,79.026,16.479,BEATRIZ
BEAU,150,0.667,0.0,1.333,0.0,0.0,98.0,BEAU
BECKIE,21,0.0,0.0,0.0,0.0,0.0,100.0,BECKIE
BECKY,769,0.13,0.0,3.511,0.78,2.081,93.498,BECKY
BELEN,48,0.0,0.0,22.917,2.083,56.25,18.75,BELEN
BELINDA,542,0.738,0.0,4.613,14.207,10.148,70.295,BELINDA
BELLA,63,1.587,0.0,19.048,1.587,3.175,74.603,BELLA
BEN,634,0.315,0.0,15.615,3.628,3.312,77.129,BEN
BENEDETTO,24,0.0,0.0,0.0,0.0,0.0,100.0,BENEDETTO
BENEDICT,96,1.042,0.0,23.958,6.25,4.167,64.583,BENEDICT
BENIGNO,30,0.0,0.0,16.667,0.0,80.0,3.333,BENIGNO
BENITA,95,0.0,0.0,8.421,23.158,18.947,49.474,BENITA
BENITO,136,0.0,0.0,10.294,0.735,80.147,8.824,BENITO
BENJAMIN,4232,0.189,0.165,4.679,2.906,6.876,85.184,BENJAMIN
BENNETT,115,0.0,0.0,4.348,4.348,0.0,91.304,BENNETT
BENNIE,148,0.676,0.0,0.676,32.432,4.73,61.486,BENNIE
BENNY,211,0.948,1.422,21.327,5.687,9.005,61.611,BENNY
BENSON,47,0.0,0.0,53.191,6.383,0.0,40.426,BENSON
BENTON,39,0.0,2.564,5.128,0.0,2.564,89.744,BENTON
BERNABE,31,0.0,0.0,25.806,0.0,70.968,3.226,BERNABE
BERNADETTE,672,0.446,0.298,6.845,8.929,8.482,75.0,BERNADETTE
BERNADINE,100,0.0,0.0,4.0,17.0,4.0,75.0,BERNADINE
BERNARD,1244,0.161,0.0,3.376,10.209,1.768,84.486,BERNARD
BERNARDINO,35,0.0,0.0,11.429,0.0,74.286,14.286,BERNARDINO
BERNARDO,133,0.0,0.0,16.541,2.256,72.18,9.023,BERNARDO
BERNHARD,54,0.0,0.0,1.852,0.0,0.0,98.148,BERNHARD
BERNICE,319,0.0,0.0,2.508,26.332,5.956,65.204,BERNICE
BERNIE,78,0.0,0.0,12.821,5.128,11.538,70.513,BERNIE
BERT,198,0.0,0.0,8.081,1.01,1.01,89.899,BERT
BERTA,60,0.0,0.0,1.667,3.333,56.667,38.333,BERTA
BERTHA,439,0.0,0.228,0.911,12.073,61.503,25.285,BERTHA
BERTRAM,45,0.0,0.0,8.889,31.111,0.0,60.0,BERTRAM
BERTRAND,41,2.439,0.0,7.317,19.512,2.439,68.293,BERTRAND
BERYL,66,0.0,1.515,3.03,9.091,0.0,86.364,BERYL
BESSIE,122,0.0,0.0,5.738,40.984,4.098,49.18,BESSIE
BETH,2511,0.119,0.0,0.438,0.358,0.518,98.566,BETH
BETHANN,41,0.0,0.0,0.0,0.0,0.0,100.0,BETHANN
BETHANNE,27,0.0,0.0,0.0,0.0,0.0,100.0,BETHANNE
BETHANY,599,0.334,0.167,0.668,1.169,0.668,96.995,BETHANY
BETSY,503,0.0,0.199,2.783,1.59,3.976,91.451,BETSY
BETTE,162,0.0,0.0,0.617,1.235,1.235,96.914,BETTE
BETTIE,88,0.0,1.136,1.136,31.818,1.136,64.773,BETTIE
BETTINA,90,0.0,1.111,3.333,8.889,6.667,80.0,BETTINA
BETTY,2875,0.174,0.139,3.965,10.47,2.957,82.296,BETTY
BETTYE,78,0.0,1.282,0.0,41.026,0.0,57.692,BETTYE
BEULAH,35,0.0,0.0,2.857,31.429,0.0,65.714,BEULAH
BEVERLEY,104,0.962,0.0,0.962,9.615,0.962,87.5,BEVERLEY
BEVERLY,2997,0.2,0.133,1.134,9.142,1.535,87.855,BEVERLY
BHARAT,79,0.0,1.266,77.215,0.0,0.0,21.519,BHARAT
BHAVNA,37,0.0,0.0,75.676,0.0,2.703,21.622,BHAVNA
BHUPINDER,31,0.0,6.452,64.516,6.452,0.0,22.581,BHUPINDER
BIANCA,113,0.0,0.0,0.885,6.195,34.513,58.407,BIANCA
BIBI,54,1.852,1.852,53.704,3.704,5.556,33.333,BIBI
BIJAN,37,0.0,0.0,13.514,0.0,0.0,86.486,BIJAN
BILL,590,0.169,0.169,10.339,2.712,2.712,83.898,BILL
BILLIE,456,0.658,0.219,1.096,5.921,2.193,89.912,BILLIE
BILLY,1274,0.471,0.392,4.003,7.849,2.983,84.301,BILLY
BIN,95,0.0,0.0,96.842,0.0,0.0,3.158,BIN
BINA,32,0.0,9.375,62.5,0.0,3.125,25.0,BINA
BING,97,0.0,0.0,91.753,0.0,2.062,6.186,BING
BINH,142,0.0,0.0,94.366,0.0,1.408,4.225,BINH
BIPIN,32,0.0,6.25,56.25,3.125,0.0,34.375,BIPIN
BIRGIT,42,0.0,0.0,2.381,0.0,0.0,97.619,BIRGIT
BIRGITTA,23,0.0,0.0,0.0,0.0,0.0,100.0,BIRGITTA
BJORN,41,0.0,0.0,0.0,0.0,0.0,100.0,BJORN
BLAINE,203,0.0,0.493,0.493,1.478,0.0,97.537,BLAINE
BLAIR,271,0.0,0.0,0.369,2.214,0.369,97.048,BLAIR
BLAISE,34,0.0,0.0,2.941,8.824,0.0,88.235,BLAISE
BLAKE,567,0.0,0.0,1.235,1.058,0.705,97.002,BLAKE
BLANCA,489,0.0,0.0,0.613,0.204,91.207,7.975,BLANCA
BLANCHE,91,1.099,2.198,2.198,13.187,1.099,80.22,BLANCHE
BLAS,32,0.0,0.0,0.0,0.0,93.75,6.25,BLAS
BLYTHE,37,0.0,0.0,2.703,0.0,2.703,94.595,BLYTHE
BO,134,0.746,0.746,73.881,0.0,0.0,24.627,BO
BOB,256,0.0,0.391,10.156,2.734,1.172,85.547,BOB
BOBBI,179,0.559,0.0,0.559,0.0,1.676,97.207,BOBBI
BOBBIE,407,0.491,0.737,0.491,15.725,1.72,80.835,BOBBIE
BOBBY,1129,0.62,0.354,4.252,13.729,2.923,78.122,BOBBY
BOGDAN,79,0.0,0.0,1.266,0.0,0.0,98.734,BOGDAN
BOGUSLAW,22,0.0,0.0,0.0,0.0,0.0,100.0,BOGUSLAW
BOHDAN,28,0.0,0.0,0.0,0.0,0.0,100.0,BOHDAN
BONG,35,0.0,0.0,94.286,0.0,0.0,5.714,BONG
BONIFACIO,53,1.887,0.0,24.528,0.0,69.811,3.774,BONIFACIO
BONITA,309,0.0,0.0,0.971,11.65,1.294,86.084,BONITA
BONNI,18,0.0,0.0,0.0,0.0,0.0,100.0,BONNI
BONNIE,2864,0.07,0.07,1.327,1.047,0.803,96.683,BONNIE
BONNY,63,0.0,0.0,3.175,1.587,0.0,95.238,BONNY
BORIS,280,0.0,0.0,1.071,2.857,4.643,91.429,BORIS
BOYD,190,0.526,0.0,1.053,1.579,0.526,96.316,BOYD
BOZENA,69,0.0,0.0,0.0,0.0,0.0,100.0,BOZENA
BRAD,1434,0.0,0.418,0.349,0.976,0.349,97.908,BRAD
BRADD,16,0.0,0.0,0.0,0.0,0.0,100.0,BRADD
BRADEN,66,0.0,1.515,0.0,0.0,0.0,98.485,BRADEN
BRADFORD,570,0.0,0.0,1.579,1.754,0.526,96.14,BRADFORD
BRADLEY,3619,0.055,0.138,0.525,0.193,0.221,98.867,BRADLEY
BRADLY,71,0.0,0.0,0.0,0.0,1.408,98.592,BRADLY
BRADY,202,0.0,0.0,1.485,3.96,1.485,93.069,BRADY
BRANDEN,50,2.0,0.0,0.0,0.0,2.0,96.0,BRANDEN
BRANDI,537,0.372,0.0,0.372,5.773,2.607,90.875,BRANDI
BRANDIE,75,0.0,0.0,1.333,4.0,0.0,94.667,BRANDIE
BRANDON,2681,0.149,0.298,2.126,3.767,1.678,91.981,BRANDON
BRANDT,56,0.0,0.0,0.0,1.786,0.0,98.214,BRANDT
BRANDY,517,0.967,0.387,0.967,3.482,3.482,90.716,BRANDY
BRANKO,20,0.0,0.0,0.0,0.0,0.0,100.0,BRANKO
BRANNON,25,0.0,0.0,0.0,0.0,0.0,100.0,BRANNON
BRANT,96,0.0,0.0,0.0,2.083,0.0,97.917,BRANT
BREANNA,49,0.0,0.0,0.0,4.082,2.041,93.878,BREANNA
BREANNE,52,0.0,3.846,1.923,1.923,1.923,90.385,BREANNE
BREE,42,0.0,0.0,0.0,4.762,0.0,95.238,BREE
BRENDA,5117,0.215,0.195,1.114,9.126,4.886,84.464,BRENDA
BRENDAN,524,0.0,0.191,0.954,0.191,0.763,97.901,BRENDAN
BRENDON,64,1.563,0.0,0.0,4.688,1.563,92.188,BRENDON
BRENNA,81,0.0,0.0,0.0,0.0,1.235,98.765,BRENNA
BRENNAN,61,0.0,0.0,1.639,1.639,1.639,95.082,BRENNAN
BRENT,2108,0.047,0.19,0.712,0.996,0.806,97.249,BRENT
BRENTON,61,0.0,0.0,0.0,4.918,0.0,95.082,BRENTON
BRET,417,0.0,0.24,0.0,1.199,0.24,98.321,BRET
BRETT,1951,0.051,0.103,0.256,0.871,0.359,98.36,BRETT
BRIAN,18306,0.076,0.098,1.59,1.338,0.716,96.182,BRIAN
BRIANA,102,0.0,0.0,0.98,0.98,6.863,91.176,BRIANA
BRIANNA,104,0.0,0.0,0.962,0.962,2.885,95.192,BRIANNA
BRIANNE,93,0.0,0.0,0.0,0.0,1.075,98.925,BRIANNE
BRICE,84,0.0,0.0,2.381,0.0,0.0,97.619,BRICE
BRIDGET,779,0.0,0.0,0.642,5.006,1.412,92.94,BRIDGET
BRIDGETT,64,0.0,0.0,0.0,15.625,1.563,82.813,BRIDGETT
BRIDGETTE,130,0.0,0.769,0.769,23.846,2.308,72.308,BRIDGETTE
BRIDGIT,17,0.0,0.0,0.0,0.0,0.0,100.0,BRIDGIT
BRIEN,40,0.0,0.0,2.5,2.5,2.5,92.5,BRIEN
BRIENNE,15,0.0,0.0,0.0,0.0,0.0,100.0,BRIENNE
BRIGETTE,37,0.0,0.0,0.0,8.108,5.405,86.486,BRIGETTE
BRIGID,77,1.299,0.0,0.0,0.0,1.299,97.403,BRIGID
BRIGIDA,32,3.125,0.0,28.125,3.125,40.625,25.0,BRIGIDA
BRIGITTE,176,0.0,0.0,3.977,3.977,1.705,90.341,BRIGITTE
BRIJESH,15,0.0,0.0,100.0,0.0,0.0,0.0,BRIJESH
BRION,34,0.0,0.0,2.941,2.941,2.941,91.176,BRION
BRITA,15,0.0,0.0,0.0,0.0,0.0,100.0,BRITA
BRITNEY,53,0.0,0.0,0.0,5.66,1.887,92.453,BRITNEY
BRITT,99,0.0,0.0,0.0,2.02,1.01,96.97,BRITT
BRITTA,55,0.0,0.0,0.0,0.0,0.0,100.0,BRITTA
BRITTANY,569,0.0,0.0,0.879,3.339,0.703,95.079,BRITTANY
BRITTNEY,144,0.0,1.389,0.694,3.472,1.389,93.056,BRITTNEY
BRITTON,57,0.0,0.0,0.0,1.754,0.0,98.246,BRITTON
BROCK,164,0.61,0.0,0.0,1.22,0.61,97.561,BROCK
BRODIE,17,0.0,0.0,0.0,0.0,0.0,100.0,BRODIE
BRODY,22,0.0,0.0,0.0,0.0,0.0,100.0,BRODY
BRONWYN,33,0.0,0.0,0.0,0.0,0.0,100.0,BRONWYN
BROOK,118,0.0,0.0,0.0,2.542,0.0,97.458,BROOK
BROOKE,744,0.134,0.134,0.403,1.344,0.672,97.312,BROOKE
BROOKS,151,0.0,0.0,0.662,0.0,0.0,99.338,BROOKS
BRUCE,5348,0.112,0.206,1.384,2.113,0.617,95.568,BRUCE
BRUNO,148,0.0,0.0,0.0,0.676,18.919,80.405,BRUNO
BRYAN,3686,0.054,0.027,2.821,2.116,1.356,93.625,BRYAN
BRYANT,187,0.0,0.0,6.952,15.508,4.278,73.262,BRYANT
BRYCE,236,0.0,0.0,2.542,0.847,0.847,95.763,BRYCE
BRYN,36,0.0,0.0,2.778,0.0,5.556,91.667,BRYN
BRYNN,30,0.0,0.0,0.0,0.0,0.0,100.0,BRYNN
BRYON,160,0.625,0.0,0.625,5.625,0.0,93.125,BRYON
BRYSON,34,0.0,0.0,5.882,0.0,0.0,94.118,BRYSON
BUCK,18,0.0,0.0,0.0,0.0,0.0,100.0,BUCK
BUD,32,0.0,0.0,3.125,0.0,3.125,93.75,BUD
BUDDY,65,0.0,1.538,6.154,1.538,1.538,89.231,BUDDY
BUFFY,23,0.0,0.0,0.0,0.0,0.0,100.0,BUFFY
BUFORD,31,0.0,0.0,0.0,12.903,0.0,87.097,BUFORD
BURKE,31,0.0,3.226,3.226,0.0,0.0,93.548,BURKE
BURT,70,0.0,0.0,1.429,8.571,1.429,88.571,BURT
BURTON,150,0.0,0.667,2.667,4.0,2.0,90.667,BURTON
BYRON,589,0.0,0.17,4.075,11.375,6.961,77.419,BYRON
BYUNG,89,0.0,0.0,94.382,0.0,1.124,4.494,BYUNG
CADE,19,0.0,0.0,0.0,0.0,0.0,100.0,CADE
CAESAR,32,0.0,0.0,9.375,3.125,40.625,46.875,CAESAR
CAITLIN,200,0.0,0.0,2.0,0.5,0.0,97.5,CAITLIN
CALE,22,0.0,0.0,0.0,0.0,0.0,100.0,CALE
CALEB,235,0.0,0.426,0.851,0.426,2.128,96.17,CALEB
CALLIE,85,0.0,0.0,2.353,12.941,0.0,84.706,CALLIE
CALVIN,749,0.134,0.134,14.686,25.768,0.668,58.611,CALVIN
CAM,47,0.0,0.0,74.468,0.0,0.0,25.532,CAM
CAMELIA,33,0.0,0.0,6.061,12.121,12.121,69.697,CAMELIA
CAMERON,553,0.0,0.362,1.627,2.532,0.542,94.937,CAMERON
CAMI,61,0.0,0.0,0.0,0.0,0.0,100.0,CAMI
CAMIE,15,0.0,0.0,0.0,0.0,0.0,100.0,CAMIE
CAMILLA,80,0.0,0.0,0.0,7.5,0.0,92.5,CAMILLA
CAMILLE,385,0.26,0.0,2.338,6.753,3.117,87.532,CAMILLE
CAMILO,37,0.0,0.0,18.919,0.0,59.459,21.622,CAMILO
CAN,33,0.0,0.0,78.788,0.0,0.0,21.212,CAN
CANDACE,802,0.0,0.249,1.122,7.107,0.748,90.773,CANDACE
CANDELARIO,42,0.0,0.0,0.0,0.0,90.476,9.524,CANDELARIO
CANDI,37,0.0,2.703,0.0,0.0,2.703,94.595,CANDI
CANDICE,537,0.559,0.186,3.724,6.145,2.607,86.778,CANDICE
CANDIDA,38,0.0,0.0,5.263,5.263,60.526,28.947,CANDIDA
CANDIDO,34,0.0,0.0,17.647,0.0,70.588,11.765,CANDIDO
CANDIS,46,0.0,0.0,2.174,8.696,2.174,86.957,CANDIS
CANDY,207,0.0,0.483,4.831,2.899,5.314,86.473,CANDY
CANDYCE,31,0.0,0.0,0.0,3.226,6.452,90.323,CANDYCE
CARA,473,0.634,0.0,0.846,2.326,0.634,95.56,CARA
CAREN,137,0.0,0.0,0.73,3.65,0.0,95.62,CAREN
CAREY,356,0.0,0.0,1.685,1.685,0.281,96.348,CAREY
CARI,195,0.0,0.0,0.513,0.0,2.051,97.436,CARI
CARIDAD,30,0.0,0.0,20.0,0.0,56.667,23.333,CARIDAD
CARIE,62,0.0,0.0,1.613,0.0,0.0,98.387,CARIE
CARIN,89,0.0,0.0,1.124,3.371,1.124,94.382,CARIN
CARINA,64,0.0,0.0,6.25,1.563,32.813,59.375,CARINA
CARISSA,121,0.0,0.0,5.785,3.306,2.479,88.43,CARISSA
CARL,3475,0.23,0.115,1.41,6.935,0.978,90.331,CARL
CARLA,1643,0.243,0.061,0.426,7.912,4.991,86.366,CARLA
CARLEE,25,0.0,0.0,0.0,0.0,0.0,100.0,CARLEE
CARLEEN,75,0.0,0.0,2.667,4.0,0.0,93.333,CARLEEN
CARLENE,137,0.0,3.65,0.73,8.029,0.73,86.861,CARLENE
CARLETON,33,0.0,3.03,0.0,6.061,0.0,90.909,CARLETON
CARLEY,26,0.0,0.0,0.0,0.0,0.0,100.0,CARLEY
CARLIE,32,0.0,0.0,0.0,0.0,0.0,100.0,CARLIE
CARLIN,31,0.0,0.0,6.452,6.452,0.0,87.097,CARLIN
CARLO,156,0.0,0.0,10.256,2.564,10.256,76.923,CARLO
CARLOS,2891,0.104,0.069,2.041,1.73,82.705,13.352,CARLOS
CARLOTTA,56,1.786,1.786,1.786,30.357,1.786,62.5,CARLOTTA
CARLTON,281,0.0,0.0,1.068,28.826,1.068,69.039,CARLTON
CARLY,158,0.0,0.0,0.633,0.0,1.266,98.101,CARLY
CARLYN,26,0.0,0.0,0.0,0.0,0.0,100.0,CARLYN
CARMA,28,0.0,0.0,0.0,0.0,0.0,100.0,CARMA
CARMEL,75,0.0,0.0,6.667,12.0,1.333,80.0,CARMEL
CARMELA,170,0.588,0.0,4.706,1.176,15.882,77.647,CARMELA
CARMELITA,76,1.316,0.0,48.684,9.211,13.158,27.632,CARMELITA
CARMELLA,77,0.0,0.0,1.299,5.195,6.494,87.013,CARMELLA
CARMELO,91,0.0,1.099,12.088,2.198,34.066,50.549,CARMELO
CARMEN,1674,0.119,0.06,2.688,5.018,51.016,41.099,CARMEN
CARMINE,118,0.0,0.0,0.0,0.0,1.695,98.305,CARMINE
CAROL,9060,0.132,0.121,1.258,2.561,1.446,94.481,CAROL
CAROLA,31,0.0,0.0,6.452,3.226,12.903,77.419,CAROLA
CAROLANN,44,0.0,0.0,0.0,4.545,4.545,90.909,CAROLANN
CAROLE,1281,0.312,0.0,1.405,2.576,0.546,95.16,CAROLE
CAROLEE,53,0.0,0.0,0.0,0.0,1.887,98.113,CAROLEE
CAROLINA,242,0.0,0.0,9.917,1.24,64.876,23.967,CAROLINA
CAROLINE,1255,0.239,0.159,4.303,2.869,2.948,89.482,CAROLINE
CAROLYN,4692,0.171,0.043,1.066,7.928,1.364,89.429,CAROLYN
CAROLYNN,54,0.0,0.0,0.0,3.704,3.704,92.593,CAROLYNN
CARON,66,0.0,0.0,0.0,1.515,3.03,95.455,CARON
CARRI,60,1.667,0.0,0.0,0.0,0.0,98.333,CARRI
CARRIE,2385,0.126,0.126,1.216,2.264,1.048,95.22,CARRIE
CARROL,37,0.0,0.0,0.0,16.216,0.0,83.784,CARROL
CARROLL,191,0.0,0.524,1.047,4.188,0.524,93.717,CARROLL
CARSON,82,0.0,0.0,3.659,2.439,1.22,92.683,CARSON
CARTER,140,0.0,0.0,0.714,5.714,0.0,93.571,CARTER
CARY,423,0.709,0.0,4.965,2.128,1.418,90.78,CARY
CARYL,77,0.0,1.299,2.597,3.896,1.299,90.909,CARYL
CARYN,274,0.365,0.0,1.095,0.73,1.095,96.715,CARYN
CASANDRA,44,0.0,0.0,0.0,22.727,9.091,68.182,CASANDRA
CASEY,1153,0.087,0.087,2.342,1.561,0.607,95.317,CASEY
CASIMIR,31,0.0,0.0,0.0,3.226,3.226,93.548,CASIMIR
CASSANDRA,655,0.0,0.0,1.527,20.0,2.748,75.725,CASSANDRA
CASSIDY,50,0.0,0.0,4.0,2.0,2.0,92.0,CASSIDY
CASSIE,174,0.0,0.575,1.149,1.724,0.575,95.977,CASSIE
CATALINA,140,0.714,0.714,14.286,0.0,65.0,19.286,CATALINA
CATERINA,40,0.0,0.0,0.0,0.0,5.0,95.0,CATERINA
CATHARINE,93,0.0,0.0,1.075,1.075,2.151,95.699,CATHARINE
CATHERINE,5852,0.068,0.154,2.563,2.341,1.555,93.319,CATHERINE
CATHI,50,0.0,0.0,0.0,0.0,0.0,100.0,CATHI
CATHIE,93,0.0,0.0,1.075,3.226,0.0,95.699,CATHIE
CATHLEEN,512,0.195,0.0,0.391,0.0,1.563,97.852,CATHLEEN
CATHRYN,177,1.13,0.0,0.0,1.13,0.565,97.175,CATHRYN
CATHY,1856,0.162,0.054,2.909,3.071,2.047,91.756,CATHY
CATRINA,52,0.0,0.0,3.846,19.231,3.846,73.077,CATRINA
CECELIA,224,0.0,0.0,2.232,10.268,5.357,82.143,CECELIA
CECIL,326,0.307,0.0,1.534,17.485,1.534,79.141,CECIL
CECILE,97,0.0,0.0,11.34,7.216,1.031,80.412,CECILE
CECILIA,704,0.142,0.142,12.074,2.273,37.358,48.011,CECILIA
CECILIO,35,0.0,0.0,5.714,0.0,77.143,17.143,CECILIO
CECILY,39,0.0,0.0,7.692,2.564,0.0,89.744,CECILY
CEDRIC,132,1.515,0.0,9.091,62.121,0.0,27.273,CEDRIC
CELESTE,387,0.0,0.258,4.393,5.943,5.943,83.463,CELESTE
CELESTINO,30,0.0,0.0,20.0,3.333,60.0,16.667,CELESTINO
CELIA,353,0.283,0.0,4.816,2.833,40.793,51.275,CELIA
CELINA,75,0.0,0.0,4.0,2.667,57.333,36.0,CELINA
CELINE,49,0.0,0.0,8.163,4.082,6.122,81.633,CELINE
CELSO,61,0.0,0.0,11.475,0.0,78.689,9.836,CELSO
CESAR,681,0.0,0.0,8.957,0.147,83.847,7.048,CESAR
CEZARY,19,0.0,0.0,0.0,0.0,0.0,100.0,CEZARY
CHAD,3153,0.032,0.19,0.825,0.793,0.444,97.716,CHAD
CHADWICK,120,0.0,0.0,0.833,0.0,0.833,98.333,CHADWICK
CHAN,67,0.0,0.0,89.552,0.0,0.0,10.448,CHAN
CHANCE,73,0.0,1.37,0.0,4.11,4.11,90.411,CHANCE
CHANDA,58,0.0,0.0,13.793,22.414,0.0,63.793,CHANDA
CHANDLER,45,0.0,0.0,2.222,6.667,2.222,88.889,CHANDLER
CHANDRA,194,0.0,0.515,28.866,12.371,1.031,57.216,CHANDRA
CHANG,159,0.629,0.0,96.855,0.0,0.629,1.887,CHANG
CHANH,24,0.0,0.0,100.0,0.0,0.0,0.0,CHANH
CHANNING,16,0.0,0.0,0.0,0.0,0.0,100.0,CHANNING
CHANTAL,72,0.0,0.0,9.722,18.056,2.778,69.444,CHANTAL
CHANTEL,47,0.0,0.0,0.0,12.766,6.383,80.851,CHANTEL
CHANTELLE,46,0.0,0.0,6.522,13.043,2.174,78.261,CHANTELLE
CHAO,75,0.0,0.0,97.333,0.0,0.0,2.667,CHAO
CHARISSA,36,0.0,0.0,5.556,2.778,5.556,86.111,CHARISSA
CHARISSE,50,0.0,0.0,4.0,18.0,8.0,70.0,CHARISSE
CHARITY,163,0.0,0.613,1.84,7.362,1.84,88.344,CHARITY
CHARLA,73,0.0,2.74,2.74,5.479,0.0,89.041,CHARLA
CHARLEEN,69,0.0,1.449,5.797,2.899,0.0,89.855,CHARLEEN
CHARLENE,1066,0.375,0.188,2.064,9.568,1.595,86.21,CHARLENE
CHARLES,16262,0.191,0.16,1.494,5.547,1.23,91.379,CHARLES
CHARLEY,44,0.0,0.0,11.364,15.909,4.545,68.182,CHARLEY
CHARLIE,366,0.0,0.273,15.027,23.224,7.104,54.372,CHARLIE
CHARLOTTE,1247,0.481,0.401,1.363,6.897,1.363,89.495,CHARLOTTE
CHARMAINE,146,0.685,1.37,8.904,27.397,2.74,58.904,CHARMAINE
CHASE,145,0.69,1.379,2.069,1.379,2.069,92.414,CHASE
CHASITY,37,0.0,2.703,0.0,16.216,0.0,81.081,CHASITY
CHASTITY,36,0.0,0.0,0.0,8.333,5.556,86.111,CHASTITY
CHAU,99,0.0,0.0,97.98,0.0,0.0,2.02,CHAU
CHAUNCEY,33,0.0,0.0,3.03,45.455,0.0,51.515,CHAUNCEY
CHEE,30,0.0,0.0,93.333,3.333,3.333,0.0,CHEE
CHELSEA,260,0.0,0.0,2.308,1.154,1.538,95.0,CHELSEA
CHELSEY,51,0.0,0.0,0.0,0.0,0.0,100.0,CHELSEY
CHEN,53,0.0,0.0,92.453,0.0,0.0,7.547,CHEN
CHENG,99,0.0,0.0,96.97,0.0,1.01,2.02,CHENG
CHERI,442,0.0,0.0,0.679,2.715,0.905,95.701,CHERI
CHERIE,401,0.0,0.0,1.995,2.244,2.743,93.017,CHERIE
CHERISE,31,0.0,0.0,3.226,35.484,0.0,61.29,CHERISE
CHERRI,40,0.0,0.0,2.5,2.5,0.0,95.0,CHERRI
CHERRIE,34,0.0,0.0,8.824,14.706,2.941,73.529,CHERRIE
CHERRY,85,1.176,2.353,20.0,11.765,1.176,63.529,CHERRY
CHERRYL,31,0.0,0.0,0.0,12.903,0.0,87.097,CHERRYL
CHERYL,5915,0.169,0.085,1.099,5.224,0.659,92.764,CHERYL
CHERYLE,63,0.0,0.0,1.587,4.762,1.587,92.063,CHERYLE
CHERYLL,34,0.0,0.0,2.941,2.941,2.941,91.176,CHERYLL
CHESTER,406,0.0,0.493,4.187,8.867,0.739,85.714,CHESTER
CHET,70,0.0,1.429,4.286,5.714,2.857,85.714,CHET
CHETAN,40,0.0,0.0,82.5,0.0,0.0,17.5,CHETAN
CHEUK,15,0.0,0.0,100.0,0.0,0.0,0.0,CHEUK
CHEYENNE,32,0.0,9.375,0.0,9.375,0.0,81.25,CHEYENNE
CHI,224,0.0,0.0,97.321,0.0,0.0,2.679,CHI
CHIA,39,0.0,0.0,97.436,0.0,0.0,2.564,CHIA
CHIEN,39,0.0,0.0,100.0,0.0,0.0,0.0,CHIEN
CHIH,34,0.0,0.0,100.0,0.0,0.0,0.0,CHIH
CHIN,57,0.0,0.0,96.491,0.0,1.754,1.754,CHIN
CHING,62,0.0,0.0,96.774,0.0,0.0,3.226,CHING
CHINH,61,0.0,0.0,98.361,0.0,0.0,1.639,CHINH
CHIRAG,43,2.326,0.0,88.372,0.0,0.0,9.302,CHIRAG
CHITRA,31,3.226,0.0,83.871,0.0,0.0,12.903,CHITRA
CHLOE,42,0.0,0.0,9.524,4.762,4.762,80.952,CHLOE
CHONG,158,1.266,0.0,88.608,0.633,1.266,8.228,CHONG
CHRIS,2500,0.12,0.12,4.28,1.6,2.2,91.68,CHRIS
CHRISTA,375,0.0,0.0,0.0,1.067,0.8,98.133,CHRISTA
CHRISTAL,36,0.0,0.0,2.778,27.778,0.0,69.444,CHRISTAL
CHRISTEL,52,1.923,0.0,0.0,5.769,1.923,90.385,CHRISTEL
CHRISTEN,96,0.0,0.0,0.0,2.083,0.0,97.917,CHRISTEN
CHRISTI,259,0.0,0.386,1.544,0.0,1.544,96.525,CHRISTI
